tweet,sentiment,length
honored tweet ya,positive,16
drawing picture bubba,neutral,21
chillin bbq gettin drink,positive,24
go slepz,neutral,8
get haha gone later,neutral,19
oh dear god going buy mac protools think darling edit suite soon filled prince persia movie,neutral,91
took class minute ago awsome bad graduate next year,neutral,51
p bgt fab sad thought greg awesome sad gone child always win situation sadly,neutral,76
put spoon,neutral,9
really like weather,negative,19
know make u watch award sunday lol want shower water,negative,52
thanks coming support u rock,positive,28
im talking twitter,neutral,18
still confuse,neutral,13
yay face back,positive,13
tweeting running,neutral,16
effort time put relationship people learn enough trust anyone,negative,61
want kind designer suggestion darl men woman anything formalstreetalternate whatever,neutral,84
honestly figure twitter thing,negative,29
spending day chatting steve computer going work,neutral,47
happy help,positive,10
missed hello kitty enough time oh well,negative,38
going watch dvd hubby eagle eye twit 2morrow cia,neutral,48
laundry loud music relaxing,positive,27
lmao thinking hate least people following unfollowed em yet loon,negative,64
currently working collab alynn carter called lost inside excited,positive,64
surfing twitter,neutral,15
life come nothing making choice ill regret later,negative,48
monday morning exist hot tea,neutral,28
work ok apple laptop might little difference,positive,44
soon new job start happy,positive,24
entering contest,neutral,16
making jealous want one long guy married,negative,40
crossing finger hoping copy sims work last copy totally bit hard,neutral,64
heading sam adam brewery sample get,negative,35
signed broadband today could take week,neutral,38
wish able talk,positive,14
amazing alice made thank everything face character,positive,50
started new job today stoked may long billy awesome,positive,51
twittascope rocking sock go away already,neutral,40
yaaw one want call,neutral,18
late night finally home,neutral,23
back graduation two doctor family,positive,33
oh understand never get sick im mom side guess dad like like lol,positive,64
lol yes totally agree blog well,positive,31
understand fear feel way many thing really need motivation overcome mine guilt,negative,78
really tired sunday morning,negative,27
expecting sun come today guess happening,negative,40
problem,negative,7
kicking back holiday school while,neutral,33
library friggin bored,negative,21
brings much joy show great song,positive,31
grr back mean headache bright side one side,negative,43
reid lol dissing wereoctopus however redeems rescuing werespider,neutral,64
done ew,negative,7
everything fault moxy everything x,negative,34
good show,positive,9
today longest day ever going sleep beach bound tomorrow good night twitter,neutral,74
soo cold ugly,neutral,13
wanted dippin dot,neutral,17
many job aspire supervisor one talk much stress little pay,negative,58
whats name adelaidemarie old r live world lol jk canada toronto,neutral,63
aw zach feeling well hope get better babysitting canceled,neutral,57
never get hubby due next week cry hope gone,neutral,43
math class shoot boring,negative,23
megan like kiss night wasnt eviction badly edited,negative,49
test tomorrow dont study go bad,negative,31
unfortunately noy life suck year,negative,32
softball,neutral,8
back lunch pouring rain ugh ohh well least get death cab cutie mood,positive,67
sad know life everything done since age towards healthcare nursing,negative,66
exchange story gone yaay sweet charity,neutral,38
thanks kashi thinking day mad disservice taking ur class,positive,56
resting ah feel good,positive,20
oh man great nap still alittle tired pizza dinner,neutral,49
morning people woke,positive,19
know say great mind,neutral,19
sound delicious,positive,15
haha yeahh im still following tho,neutral,33
woken bacon egg sandwich bed man good housemate,positive,47
sad day love year ago miss much,neutral,31
jumped train visit rescue mom totally forgot sweatshirt forgot bring make first time ever forgetting,negative,100
see result whyareyoustillhere,neutral,29
way work,neutral,8
hmm admit good episode man bag rather fetching,positive,46
check video bylaurenluke make launch available,neutral,46
shriya,neutral,6
sorry friend paying mortgage,negative,28
headache also dealing louse outbreak lovely hair affected,negative,57
confidential tried use spinelli turn gh really work,negative,51
trying look iowa state fair art entry information hope get piece year maybe win something get noticed,positive,101
hey na pity show lol great lasted though aye robluketic live,neutral,60
j alexander sorry nintendo collared shirt chance staying home tonight,neutral,69
london eye awesome feel bit sick madame tussaud next,neutral,52
walking puppy downtown also mystery missing cat solved hid basement nearly two day,negative,82
face make people laugh cause ugly halfway,negative,41
richards sorry bearer bad news,negative,30
want read twilight day work stupid cher function,neutral,48
two dozen rose sent overnight delivered morning found recipient town sad,negative,72
tell mommy said n love mucho mucho,positive,34
sound god,positive,9
chillin listening tune,positive,22
think start david archuleta might throw glitter aha,neutral,51
im school right,neutral,15
put right scrambled egg breakfast fartingloud,neutral,45
sitting science freezing four day,neutral,33
home added grice list,neutral,21
look follower tweeps list fully populated,neutral,41
well hello twitter,positive,18
never sleep last night feeling horrible today time call work think,negative,66
evil credit card company god starting build credit get stupid ding,negative,66
morning every1 giveaway mod kid emma pattern giftcert hipfabric go check,neutral,72
gon na lie degree thanks leavin sweater molly br,positive,48
goin casa milan club house,neutral,26
feeling bad little sister put lot money saab took full coverage last week totalled yesterday,negative,92
lol know ya mean watching everyone else act fool much better remembering acting fool,positive,84
kate know heap awesome working weekend,positive,38
day summer holiday left going way slow school get,negative,49
oh hilarious commenting fact much,positive,33
mobile let stop thinking x,negative,26
hope good flight,positive,16
parent withdrew permission last moment going along tomorrow sac trip idp camp pakistan idprelief,neutral,96
almost pacing waiting ups truck package ichiban kan probably est,neutral,64
eh right eye twitching gon na go watch boystown happy birthday,positive,62
break rule take tension,neutral,23
kind jim kind brother,positive,21
want sunbathin,neutral,14
find woody buzz toy got bullseye teddy toy story toy,neutral,52
tired may go bed trouble miss american evening friend x,negative,55
red win great end great day,positive,27
watching biggest loser hallmark never fails make cry nyeh,negative,57
retiring tonight show im bummed awesome ha congrats dear,neutral,56
gourmet pizza bleh pizza supposed greasy filthy eat pizza prepared chef,negative,71
bought italian horseshoe charm dragon seems strong,positive,50
back work,neutral,9
back home puppyy,neutral,16
