tweet,sentiment,length
tomorrow will be my last day in work.. how sad.. bye Ange,negative,57
"Want: Trip to Boston next month. Need: Addit`l motivation to save the $ to do so.  Beloved daughter wants to go with, which = 2x the $.",positive,135
"is bak in mcr....glad i can sleep in ma own bed 2nite yeyah...but i fink i,m missin popeye  hopin 2 c him 2moz  ****",neutral,116
I am now eating one of those big subway cookies with a glass of warm milk. YUM,positive,78
20 mins from BEJ to Semanggi. Traffic on Friday  *siggghh*,neutral,58
about to play my first game of apple to apples!!   wish me luck...,neutral,66
Restoring new iTouch 2.  Excited to use it. Yeeeeeeeee. Goodbye iTouch 1.,positive,73
Glad it`s Friday... but bummed that I am officially working Saturdays.,neutral,70
" The movie was AWESOME, I wish I could re-load my pistols like Agent 0 did, but I do not want to be him  I think I will be Gambit",positive,129
Smiley absolves all,neutral,19
 have you check oceanup?'miley cyrus justin gaston fight after lunch' you ok with justin?hmmm.im with you whatever happen,positive,121
watching SNL   yay for  hosting!  I love him,positive,44
at work. these five year olds are gonna keep me young.,positive,54
  be sure to go by my blog today    -  and check out your friends - I bet you have some new ones today!,neutral,103
 Yay!  SNL is on!,positive,17
had a good day but im now skint again,neutral,37
God! They look stumpy... I`m not sharing my toes tonight,negative,56
" I guess, technically, I was still pregnant just a few months ago. Just with Alex instead of Elizabeth",neutral,102
Having asthma issues today.   BAH!,negative,34
"today was boring, but i did a lot of homework. tomorrow should be amazing, i can`t wait.",positive,88
happy mother`s dayy!!! to me andd the rest of the fabulous mommy`s out there,positive,76
Happy Mother`s Day to all the mothers!!,positive,39
 nope  we only have one really good cuban place... i`ll have to ask them...,positive,75
"i really want to marry leighton meester. ****, can`t take my eyes of her.",negative,73
 this traffic is ridiculous im may not make it,negative,46
"wow this morning 8.15 hrs ding dong breakfastservice, was a surprise of Marjoleine, Guido and Dirk for mothersday.Mother hapy, father too",positive,137
" hey Nat, just wondering, why are your videos never available on the iPhone?",neutral,76
" argh, sorry, he`s just been a thorn in my side since we got him. rude, mouthy, etc.",negative,84
 no  are you for sure going?,neutral,28
 Nice! That sounds great! Let me know when and where.,positive,53
"still can`t figure this twitter thing out, i can`t my background pic to stick and i can`t seem to change my profile pic",negative,119
ugh!!! i hate my life! no one is hiring! *sigh* stupid economy.... stupid bush,negative,78
"Gah, I`m jittery and upset for absolutely NO reason...",negative,54
_Kinda_Guy  your kids are growing up around science guys. I grew up around politics.,neutral,84
 y u gotta say all that,negative,23
 I hate you,negative,11
Was about to head downtown...now there`s a flash flood!  - Photo: http://bkite.com/07XFs,neutral,88
Ahhhhhhhhh man blew up my amp!!!!! no more shredding,negative,52
" And so very you.  You know I say it w/ nothing but love, dude.",positive,63
_l I blame you for 1/2 price Fridays replacing Free Book Fridays. They don`t want you doing #rrtheatre anymore.,negative,111
whooaaa. just got an overwheolming itus attack after eating,positive,59
Bye twitter & FB world! I`m at the San Francisco airport ready to board Air China. Not sure if I`ll have Internet access,negative,120
"_McKay2009 sadly no, sitting inside as mobile signal won`t work in the garden   I`ll be opening the wine at bang on 5pm though!",negative,127
 NICE TO TWEET U,positive,16
rather excited about my hospital placement starting on monday. I get to give needles and take blood,positive,99
Is dreading going to work  BUT....its friiiiiday!! whoop!!!,positive,59
  I told ya`ll I am a good girl. You can see my halo and everything,positive,67
  heheheheh... lol... I always figured he`d send them your way if he got any dupes... I felt bad not sending him stuff...,negative,121
mothers day..didnt do anything exciting...saw a movie,negative,53
"Its awsome... when you know, that you know, that you know!",positive,58
cleaning and packing,neutral,20
 Something like that!,neutral,21
trying to finish moving stuff for tonight don`t feel good!!!!!,negative,62
Tweet riot. I can`t download Tweet Genius on my other device,neutral,60
 would be more fun to date then Steve-O.,positive,40
" I have to call stevie to reschedule!!  I won a competition yesterday to the launch of sims 3 at Luna park, same day at 6pm",neutral,123
is watching wolverine at last.,neutral,30
"Tired, tired, tired.. Didn`t sleep well last night..   Thought too much.. Slept not much.. Glad that it`s almost weekend!",neutral,121
"Happy Mothers Day to all that are, all that are trying, and all that haven`t nailed their teenagers to a tree",positive,109
Just sang 'Shine' by Newsboys in the car with  Holla!,neutral,53
Filling out paperwork.,neutral,22
Laying in the dark thinking of you.,neutral,35
just got home.,neutral,14
" Planet Fitness on Van Wyck, keep hearing all the homies tell me bout it, plus its close to the hood, u know my lazzzy ****!",negative,124
Mock AP Chemistry exam today! Then to Central Park!  Is there gonna be a AP Chem v. AP Bio tournament?!,neutral,103
 not a lot!! im bored! My names Crissy BTW lol How u doinnnn???,negative,63
Cannot sleep. 2+ hours of tossing and turning.,negative,46
_UK That sucks! I had my exams be4 half term so It`s all good. Although they were major subjects now I have languages and stuff,neutral,127
aaawww im soooOOooo tired today.. i dont feel good.. i dont wanna go to work wah..  but yeah im goin to work in a few mins. til closing..,negative,137
Sharapova loses 1st set 6-1,negative,27
 aha thanks Jae,positive,15
None of the people I talk to in my P.E. class are here  I`m going to be so bored all period.,negative,92
" **** - that`s sad, then... I haven`t heard the new one yet. Sounds like I`ve been spared a tragedy.",negative,100
"just woke up, its laura`s last full day here  Last night we watched embarrassing home movies",negative,92
"ang payat ko na, yes! hoping to go down to my Melbourne weight from last year  http://plurk.com/p/su622",neutral,103
Grrr! My internet will be up and running next Wed  at least now I have a def. Answer!,negative,85
 you cooould say that,neutral,21
ive very picky about what i put in my mouth. i hate onions. they make me cry  ),negative,79
" Sounds like fun... I think?! LOL! I naughty, should be ironing and watching NK **** on youtube instead! LMAO!",positive,110
i dont want the seniors to leave,positive,32
 Congrats on the tax refund.  Those are always nice.,positive,52
" ate ****, I refuse to bless her cuz she already clingy",negative,55
is live on danny noriega`s stickam. he said hey to me  i luv him!!!,positive,67
_express i didnt get to see it tonight,neutral,38
I love that my boyfriends loves my mac n cheese. he even took some to work with him,positive,83
 lol   What are your plans for today (or should I say tomorrow) then ?,neutral,70
My mom likes Milow`s version of Ayo Technology... It`s a good thing she doesn`t have a clue what it`s about.,positive,108
finally packed...thinking its time for some sleep! Ready for Chicago!,neutral,69
 been there  sucks like hell.,negative,29
" awww bb, you sound lonely  I want to drive up there/fly and snuggle you too",negative,76
" Hey, I made us a house on the Sims! Oh and you have like a perfect balance and i`m always lacking stuff like fun etc!",neutral,118
Oh snap!  Just broke my windshield while replacing my wiper blades.,negative,67
 on another note I totally love this pic of you and your dad....old pic -  http://bit.ly/18aEG8,positive,95
 I know how you feel.  Takes far too much time out of my life!,neutral,62
Happy Mother`s Day to all the mamas out there,positive,45
 hi thanks for following me. u doing much? been a long time since i last chatted to u,positive,85
 lmao back in queens now,positive,24
"`Whats your stand on **** marriage?` - me. `what the **** natalie, stop asking me these **** **** questions! Go get a job!` - dad.",negative,130
Wave looks interesting. http://bit.ly/pvYYh  If we are going to live our lives so connected might as well be easy right? Google owns us.,positive,136
I dont get how to use twitterr!,neutral,31
**** Latvian beaurocracy. As a non-resident I can`t publish my braille highway code. Another blind alley  Woe is me. Anyone speak farsi?,neutral,136
Spend a great time with family and friends. Thanks you guys,positive,59
 i can`t figure out how to listen to it from the internet,negative,57
 would love to see that!,positive,24
" As appealing as that is and the fact I would hop on it pretty quick, I dont wanna impose on your sacred bday hun with ur friends",positive,129
 my cousin is in jail for shoplifting and drugs she is 16! im upset please help me feel better,negative,94
Where`s my baby?!,neutral,17
woke up from bad dream.  grrrr,negative,30
 Just the mother of all bad days,negative,32
trying to understand why WHY i joined twitter.....everyone else was doing it i felt left out,negative,92
lookin forward to a lovely meal out for grandparents 75th at posh italian,positive,73
 The photos are AMAZING! What a GREAT subject & way to get people educated about Darfur! HUGS! U are an inspiring woman!,positive,120
" missed interview on NPR, ironic because listened to NPR all day on long **** car trip, watching Needle now, looks good",neutral,119
 its my birthday too  but its the 10th of may right now for me.. and its probably the 9th for you.. happy birthday anyway,positive,121
ninja sushi for lunch but dominicks was out of sour gummy worms,neutral,63
